vehicleID,registrationDate,kilometers,colour,aestheticGrade,mechanicalGrade,saleDate,make,model,doorNumber,type,fuel,transmission,yearIntroduced,cylinder,cubeCapacity,powerKW,powerHP,targetPrice
V_1236649,29/07/2008,126812,Grey,Bad,Bad,04/05/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2006,15,1461,63,85,3000
V_1236650,29/07/2008,126819,Grey,Bad,Bad,22/06/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2006,15,1461,63,85,2600
V_1236651,29/07/2006,257249,White,Bad,Very Bad,26/07/2022,FIAT,Stilo,5,Estate,Diesel,Manual,2004,19,1910,103,140,1100
V_1236652,29/07/2003,278947,Grey,Good,Good,09/07/2022,FORD,Mondeo,5,Estate,Diesel,Manual,2001,20,1998,85,115,1200
V_1236653,29/07/2000,319251,Grey,Very Bad,Very Bad,08/05/2022,RENAULT,Clio,5,Hatchback,Petrol,Manual,1998,11,1149,43,60,700
V_1236654,29/06/2021,51658,White,Medium,Very Good,09/05/2022,SMART,Forfour,5,Hatchback,Petrol,Manual,2014,9,898,66,90,8000
V_1236655,29/06/2021,17966,Black,Good,Good,05/11/2022,RENAULT,Clio,5,Hatchback,Petrol,Manual,2016,9,898,66,90,11300
V_1236656,29/06/2016,124880,Grey,Bad,Good,05/12/2022,TOYOTA,Yaris,5,Hatchback,Petrol,Manual,2011,10,998,51,69,7100
V_1236657,29/06/2015,117176,Grey,Very Good,Very Good,16/05/2022,MERCEDES-BENZ,Classe R,5,Estate,Diesel,Automatic,2010,30,2987,195,265,25300
V_1236658,29/06/2015,117176,Grey,Very Good,Very Good,16/04/2022,MERCEDES-BENZ,Classe R,5,Estate,Diesel,Automatic,2010,30,2987,195,265,26200
V_1236659,29/06/2014,36586,Black,Bad,Good,20/08/2022,CHEVROLET,Cruze,5,Hatchback,Petrol,Manual,2011,16,1598,91,124,3300
V_1236660,29/06/2014,36586,Black,Bad,Good,24/08/2022,CHEVROLET,Cruze,5,Hatchback,Petrol,Manual,2011,16,1598,91,124,3600
V_1236661,29/06/2014,142532,Black,Bad,Good,06/09/2022,MERCEDES-BENZ,Classe B,5,Estate,Diesel,Automatic,2011,18,1796,80,109,10300
V_1236662,29/06/2014,142532,Black,Bad,Good,28/08/2022,MERCEDES-BENZ,Classe B,5,Estate,Diesel,Automatic,2011,18,1796,80,109,9700
V_1236663,29/06/2013,77549,Grey,Bad,Good,07/11/2022,PEUGEOT,207,5,Hatchback,Petrol,Manual,2011,14,1397,70,95,4600
V_1236664,29/06/2013,162854,Grey,Medium,Good,14/05/2022,PEUGEOT,207,5,Estate,Diesel,Manual,2011,16,1560,68,92,5000
V_1236665,29/06/2011,153247,Black,Very Bad,Good,16/05/2022,OPEL,Astra H,5,Estate,Diesel,Manual,2007,17,1686,92,125,3900
V_1236666,29/06/2010,197090,Black,Medium,Bad,14/12/2022,KIA,Ceed,3,Coupe,Diesel,Manual,2008,20,1991,103,140,3200
V_1236667,29/06/2010,206098,Black,Medium,Bad,20/04/2022,KIA,Ceed,5,Estate,Diesel,Manual,2007,16,1582,84,115,3200
V_1236668,29/06/2009,264410,Grey,Bad,Good,31/10/2022,FORD,Focus,5,Estate,Diesel,Manual,2005,16,1560,66,90,2300
V_1236669,29/06/2009,264410,Grey,Bad,Good,08/11/2022,FORD,Focus,5,Estate,Diesel,Manual,2005,16,1560,66,90,2300
V_1236670,29/06/2009,243826,Grey,Very Bad,Bad,03/10/2022,MERCEDES-BENZ,Classe A,5,Hatchback,Diesel,Manual,2001,17,1689,70,95,1800
V_1236671,29/06/2007,357111,Black,Medium,Bad,14/12/2022,VOLVO,S40,4,Sedan,Diesel,Manual,2004,16,1560,81,110,2100
V_1236672,29/06/2007,177928,Black,Bad,Very Bad,09/05/2022,MERCEDES-BENZ,Classe A,3,Coupe,Petrol,Manual,2004,15,1498,70,95,3300
V_1236673,29/06/2007,203930,Black,Very Good,Bad,28/05/2022,LANCIA,Ypsilon,3,Hatchback,Petrol,Manual,2003,12,1242,59,80,1900
V_1236674,29/06/2007,203930,Black,Very Good,Bad,23/05/2022,LANCIA,Ypsilon,3,Hatchback,Petrol,Manual,2003,12,1242,59,80,1700
V_1236675,29/06/2007,176757,Grey,Very Bad,Medium,21/11/2022,VOLKSWAGEN,Golf,5,Hatchback,Diesel,Manual,2003,19,1896,77,105,5400
V_1236676,29/06/2005,285336,Blue,Very Bad,Bad,16/08/2022,FORD,Focus,5,Hatchback,Diesel,Manual,2001,18,1753,85,115,1250
V_1236677,29/06/2003,255038,Grey,Bad,Bad,06/06/2022,MERCEDES-BENZ,Classe A,5,Hatchback,Diesel,Manual,2001,17,1689,70,95,1900
V_1236678,29/06/2001,279794,Grey,Very Bad,Bad,02/11/2022,OPEL,Astra G,5,Hatchback,Diesel,Manual,1998,20,1995,60,82,900
V_1236679,29/05/2013,130238,Grey,Bad,Medium,21/11/2022,FORD,Fiesta,5,Hatchback,Diesel,Manual,2008,14,1399,51,70,5300
V_1236680,29/05/2012,186804,Grey,Medium,Bad,15/06/2022,MINI,Mini,3,Hatchback,Diesel,Manual,2007,16,1560,66,90,7200
V_1236681,29/05/2007,94389,White,Bad,Medium,12/04/2022,NISSAN,Micra,5,Hatchback,Petrol,Manual,2003,10,998,48,65,2400
V_1236682,29/05/2006,227782,Grey,Very Bad,Very Bad,29/05/2022,OPEL,Vectra C,5,Estate,Diesel,Manual,2003,19,1910,88,120,1600
V_1236683,29/05/2006,227517,Blue,Very Good,Very Bad,18/06/2022,AUDI,A3,3,Hatchback,Diesel,Manual,2003,20,1968,103,140,4900
V_1236684,29/05/2005,109860,Black,Bad,Bad,21/05/2022,NISSAN,Micra,5,Hatchback,Petrol,Manual,2003,12,1240,59,80,1700
V_1236685,29/05/2005,150176,Grey,Very Bad,Good,14/11/2022,PEUGEOT,206,5,Hatchback,Diesel,Manual,1998,14,1398,51,70,2000
V_1236686,29/05/2004,261451,Grey,Bad,Medium,19/10/2022,NISSAN,Primera,4,Sedan,Diesel,Manual,2002,22,2184,93,126,1400
V_1236687,29/04/2018,296806,Red,Medium,Bad,28/08/2022,VOLKSWAGEN,Polo,5,Hatchback,Diesel,Manual,2009,16,1598,66,90,3200
V_1236688,29/04/2013,62519,Grey,Bad,Very Good,07/11/2022,CITROEN,C3,5,Hatchback,Petrol,Manual,2010,11,1124,44,60,5300
V_1236689,29/04/2012,190614,Grey,Bad,Good,14/05/2022,TOYOTA,Avensis,4,Sedan,Diesel,Manual,2010,20,1998,93,126,7800
V_1236690,29/04/2012,190614,Grey,Bad,Good,07/05/2022,TOYOTA,Avensis,4,Sedan,Diesel,Manual,2010,20,1998,93,126,7300
V_1236691,29/04/2012,190614,Grey,Bad,Good,02/05/2022,TOYOTA,Avensis,4,Sedan,Diesel,Manual,2010,20,1998,93,126,7600
V_1236692,29/04/2012,148514,Black,Very Bad,Good,10/10/2022,TOYOTA,Auris,5,Hatchback,Diesel,Manual,2007,14,1364,66,90,7800
V_1236693,29/04/2012,173935,Grey,Good,Medium,31/08/2022,SKODA,Octavia,5,Hatchback,Diesel,Manual,2009,16,1598,77,105,4600
V_1236694,29/04/2012,320372,Black,Very Bad,Bad,07/11/2022,BMW,Serie-3,5,Estate,Diesel,Manual,2005,20,1995,120,163,5400
V_1236695,29/04/2011,191801,Grey,Very Bad,Bad,26/09/2022,FORD,Focus,5,Estate,Diesel,Manual,2008,16,1560,66,90,3300
V_1236696,29/04/2008,229000,Black,Very Bad,Bad,12/12/2022,BMW,Serie-1,5,Hatchback,Diesel,Manual,2004,20,1995,120,163,6400
V_1236697,29/04/2008,181742,Grey,Medium,Medium,12/04/2022,CITROEN,C4,5,Hatchback,Petrol,Manual,2004,14,1360,65,89,2300
V_1236698,29/04/2007,383596,Black,Bad,Bad,18/05/2022,VOLKSWAGEN,Passat,5,Estate,Diesel,Manual,2001,19,1896,96,130,1900
V_1236699,29/04/2007,383596,Black,Bad,Bad,11/05/2022,VOLKSWAGEN,Passat,5,Estate,Diesel,Manual,2001,19,1896,96,130,2200
V_1236700,29/04/2007,383596,Black,Bad,Bad,25/05/2022,VOLKSWAGEN,Passat,5,Estate,Diesel,Manual,2001,19,1896,96,130,2100
V_1236701,29/04/2007,145556,Black,Very Bad,Very Bad,18/10/2022,PEUGEOT,307,5,Hatchback,Diesel,Manual,2001,14,1398,51,69,1900
V_1236702,29/04/2007,145556,Black,Very Bad,Very Bad,30/10/2022,PEUGEOT,307,5,Hatchback,Diesel,Manual,2001,14,1398,51,69,1850
V_1236703,29/04/2007,196985,Grey,Very Bad,Bad,04/05/2022,OPEL,Corsa C,5,Hatchback,Diesel,Manual,2003,12,1248,51,70,2100
V_1236704,29/04/2006,151280,Grey,Good,Medium,01/05/2022,OPEL,Corsa C,5,Hatchback,Diesel,Manual,2003,12,1248,51,70,2600
V_1236705,29/04/2006,165282,Grey,Medium,Good,09/05/2022,TOYOTA,Yaris,5,Hatchback,Petrol,Manual,2003,10,998,48,65,2800
V_1236706,29/04/2006,274219,Black,Medium,Bad,25/04/2022,OPEL,Vectra C,4,Sedan,Diesel,Manual,2002,19,1910,88,120,1700
V_1236707,29/03/2016,235253,Black,Bad,Very Bad,30/05/2022,MERCEDES-BENZ,Classe E,5,Estate,Diesel,Manual,2009,21,2143,125,170,13500
V_1236708,29/03/2015,251888,Grey,Bad,Very Bad,23/04/2022,CITROEN,C-Elysée,4,Sedan,Diesel,Manual,2012,16,1560,68,92,3600
V_1236709,29/03/2015,188373,Black,Bad,Medium,17/12/2022,AUDI,A4,5,Estate,Diesel,Manual,2012,20,1968,120,163,13400
V_1236710,29/03/2015,76974,White,Medium,Good,03/10/2022,HYUNDAI,i10,5,Hatchback,Petrol,Manual,2011,11,1086,51,69,3800
V_1236711,29/03/2014,62058,Black,Bad,Very Good,16/05/2022,SKODA,Fabia,5,Hatchback,Petrol,Manual,2010,12,1197,63,85,5700
V_1236712,29/03/2011,153555,Grey,Bad,Good,17/12/2022,BMW,Serie-1,5,Hatchback,Diesel,Automatic,2007,20,1995,130,177,8700
V_1236713,29/03/2011,215516,White,Medium,Very Bad,21/05/2022,FIAT,500,3,Hatchback,Petrol,Manual,2008,12,1242,51,69,3800
V_1236714,29/03/2009,202059,Grey,Good,Very Bad,10/09/2022,CITROEN,C3,5,Hatchback,Diesel,Manual,2005,14,1398,51,70,1850
V_1236715,29/03/2008,150129,Grey,Medium,Good,29/05/2022,CITROEN,C3,5,Hatchback,Petrol,Manual,2002,11,1124,45,61,2600
V_1236716,29/03/2008,127730,Grey,Medium,Bad,25/04/2022,SAAB,44807,4,Sedan,Diesel,Manual,2005,19,1910,110,150,3500
V_1236717,29/03/2008,219751,Grey,Very Bad,Very Bad,19/06/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2003,15,1461,77,105,1950
V_1236718,29/03/2005,114885,Grey,Medium,Good,12/04/2022,PEUGEOT,206,5,Hatchback,Diesel,Manual,1998,14,1398,51,70,2700
V_1236719,29/03/2005,260640,Grey,Bad,Bad,19/12/2022,OPEL,Vectra C,4,Sedan,Diesel,Manual,2002,22,2172,92,125,1300
V_1236720,29/03/2005,260640,Grey,Bad,Bad,13/12/2022,OPEL,Vectra C,4,Sedan,Diesel,Manual,2002,22,2172,92,125,1100
V_1236721,29/03/2003,215510,Grey,Very Bad,Bad,24/10/2022,VOLKSWAGEN,Golf,5,Hatchback,Petrol,Manual,1997,14,1390,55,75,1100
V_1236722,29/03/2003,135189,White,Very Good,Medium,17/04/2022,RENAULT,Mégan,5,Hatchback,Petrol,Manual,2000,14,1390,70,95,1000
V_1236723,01/03/2022,9985,Grey,Very Good,Very Good,18/10/2022,CITROEN,C4,5,Hatchback,Diesel,Manual,2018,15,1499,75,102,18300
V_1236724,01/03/2020,46265,White,Good,Very Good,19/06/2022,FIAT,500,3,Hatchback,Petrol,Manual,2015,12,1242,51,69,9600
V_1236725,01/03/2020,46265,White,Good,Very Good,12/06/2022,FIAT,500,3,Hatchback,Petrol,Manual,2015,12,1242,51,69,9600
V_1236726,01/03/2016,202980,White,Very Bad,Bad,14/11/2022,MERCEDES-BENZ,Classe A,5,Hatchback,Diesel,Manual,2012,15,1461,66,90,12700
V_1236727,01/03/2011,238561,Grey,Very Bad,Medium,12/07/2022,MERCEDES-BENZ,Classe C,4,Sedan,Diesel,Automatic,2004,21,2148,110,150,4300
V_1236728,01/03/2005,363304,Black,Medium,Bad,30/07/2022,TOYOTA,Yaris,3,Hatchback,Petrol,Manual,2003,10,998,48,65,800
V_1236729,01/03/2005,182732,Grey,Bad,Very Bad,18/04/2022,PEUGEOT,307,5,Estate,Diesel,Manual,2002,14,1398,51,70,1800
V_1236730,01/03/2004,178365,Grey,Bad,Bad,16/05/2022,PEUGEOT,307,5,Hatchback,Diesel,Manual,2001,20,1997,66,90,2300
V_1236731,01/03/2004,200426,Grey,Bad,Bad,12/11/2022,VOLVO,S40,4,Sedan,Petrol,Manual,2000,18,1783,90,122,1200
V_1236732,01/03/2003,82219,Grey,Bad,Medium,22/05/2022,VOLKSWAGEN,Polo,3,Hatchback,Petrol,Manual,2000,10,999,37,50,1100
V_1236733,29/01/2018,85248,Grey,Bad,Medium,20/06/2022,AUDI,A3,5,Estate,Diesel,Manual,2012,16,1598,81,110,14400
V_1236734,29/01/2017,196023,White,Bad,Very Good,16/04/2022,BMW,Serie-3,5,Estate,Diesel,Manual,2012,20,1995,105,143,14500
V_1236735,29/01/2016,110421,Grey,Very Good,Very Good,25/04/2022,TOYOTA,Corolla,4,Sedan,Diesel,Manual,2013,14,1364,66,90,10900
V_1236736,29/01/2013,197576,Black,Bad,Bad,27/04/2022,KIA,Ceed,5,Estate,Diesel,Manual,2009,16,1582,66,90,4300
V_1236737,29/01/2013,164699,Grey,Bad,Good,14/09/2022,OPEL,Corsa D,5,Hatchback,Petrol,Manual,2011,12,1229,63,85,3800
V_1236738,29/01/2013,214798,Grey,Medium,Very Good,14/11/2022,BMW,Serie-5,4,Sedan,Diesel,Automatic,2010,20,1995,135,184,12100
V_1236739,29/01/2012,117615,Grey,Bad,Good,18/10/2022,PEUGEOT,207,5,Estate,Petrol,Manual,2009,14,1397,70,95,4200
V_1236740,29/01/2012,109420,Grey,Very Bad,Medium,18/09/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2009,15,1461,81,110,5600
V_1236741,29/01/2012,109420,Grey,Very Bad,Medium,26/09/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2009,15,1461,81,110,5800
V_1236742,29/01/2012,401509,Grey,Very Bad,Very Bad,01/05/2022,SKODA,Fabia,5,Estate,Diesel,Manual,2008,14,1422,59,80,1800
V_1236743,29/01/2012,67086,Black,Very Bad,Medium,28/08/2022,ALFA ROMEO,MiTo,3,Hatchback,Diesel,Manual,2008,12,1248,70,95,4300
V_1236744,29/01/2012,67086,Black,Very Bad,Medium,10/09/2022,ALFA ROMEO,MiTo,3,Hatchback,Diesel,Manual,2008,12,1248,70,95,4800
V_1236745,29/01/2008,177241,Grey,Bad,Bad,16/11/2022,BMW,Serie-6,2,Coupe,Petrol,Manual,2004,44,4398,245,333,15200
V_1236746,29/01/2008,177241,Grey,Bad,Bad,28/11/2022,BMW,Serie-6,2,Coupe,Petrol,Manual,2004,44,4398,245,333,14600
V_1236747,29/01/2008,200795,Black,Very Bad,Medium,16/07/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2005,12,1242,55,75,1300
V_1236748,29/01/2008,200795,Black,Very Bad,Medium,18/07/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2005,12,1242,55,75,1400
V_1236749,29/01/2008,164129,Black,Medium,Bad,02/11/2022,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2005,12,1198,48,65,2200
V_1236750,29/01/2007,268379,Grey,Bad,Medium,21/12/2022,HONDA,Accord,5,Estate,Diesel,Manual,2003,22,2204,103,140,2400
V_1236751,29/01/2007,324241,Grey,Very Bad,Bad,10/12/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2003,15,1461,59,80,1300
V_1236752,29/01/2007,236639,Grey,Good,Very Bad,02/05/2022,AUDI,A4,4,Sedan,Diesel,Manual,2004,20,1968,103,140,6300
V_1236753,29/01/2007,144492,Grey,Very Bad,Good,21/11/2022,VOLKSWAGEN,Golf,5,Hatchback,Petrol,Manual,2003,14,1390,66,90,3100
V_1236754,29/01/2006,273610,Green,Very Bad,Good,31/10/2022,HONDA,Civic,5,Hatchback,Petrol,Manual,1994,14,1396,66,90,1400
V_1236755,29/01/2005,185595,Grey,Very Bad,Bad,07/09/2022,NISSAN,Almera,5,Hatchback,Petrol,Manual,2002,15,1497,72,98,1700
V_1236756,29/01/2005,294849,Black,Very Bad,Bad,28/09/2022,BMW,Serie-5,4,Sedan,Diesel,Manual,2000,25,2497,120,163,4300
V_1236757,29/01/2002,300323,Grey,Bad,Very Bad,13/06/2022,BMW,Serie-3,4,Sedan,Diesel,Manual,1998,20,1951,100,136,2900
V_1236758,29/01/2002,124915,Grey,Good,Medium,24/04/2022,OPEL,Omega B,5,Estate,Diesel,Manual,2000,25,2497,96,130,1750
V_1236759,29/01/2002,175362,Grey,Very Bad,Very Bad,12/07/2022,SEAT,Ibiza,5,Hatchback,Petrol,Manual,1999,10,999,37,50,500
V_1236760,29/01/2002,175362,Grey,Very Bad,Very Bad,26/07/2022,SEAT,Ibiza,5,Hatchback,Petrol,Manual,1999,10,999,37,50,650
V_1236761,29/01/2002,175362,Grey,Very Bad,Very Bad,20/08/2022,SEAT,Ibiza,5,Hatchback,Petrol,Manual,1999,10,999,37,50,650
V_1236762,29/01/2001,256884,Grey,Bad,Very Bad,03/07/2022,HONDA,Civic,4,Sedan,Petrol,Manual,1998,14,1396,66,90,800
V_1236763,28/12/2021,215110,White,Bad,Good,07/11/2022,OPEL,Astra J,5,Estate,Diesel,Manual,2010,16,1598,81,110,5900
V_1236764,28/12/2016,295817,Black,Bad,Bad,25/06/2022,OPEL,Astra J,5,Estate,Diesel,Manual,2010,17,1686,92,125,2800
V_1236765,28/12/2016,295818,Black,Very Bad,Bad,14/11/2022,OPEL,Astra J,5,Estate,Diesel,Manual,2010,17,1686,92,125,2600
V_1236766,28/12/2013,206321,Black,Very Good,Good,28/11/2022,SEAT,Leon,5,Hatchback,Diesel,Manual,2009,16,1598,77,105,5900
V_1236767,28/12/2013,93102,Blue,Medium,Medium,02/05/2022,CHEVROLET,Spark,5,Hatchback,Petrol,Manual,2009,10,995,50,68,3800
V_1236768,28/12/2013,34985,Grey,Bad,Very Good,18/09/2022,CHEVROLET,Aveo,5,Hatchback,Petrol,Manual,2011,12,1229,63,86,3700
V_1236769,28/12/2013,150162,Grey,Very Bad,Good,23/07/2022,OPEL,Corsa D,5,Hatchback,Diesel,Manual,2011,12,1248,70,95,3800
V_1236770,28/12/2013,125585,Grey,Bad,Good,12/04/2022,SEAT,Ibiza,5,Hatchback,Diesel,Manual,2008,12,1199,55,75,6400
V_1236771,28/12/2005,283145,Green,Very Bad,Bad,14/11/2022,AUDI,A3,3,Hatchback,Diesel,Manual,2003,19,1896,77,105,2400
V_1236772,28/12/2004,100748,Black,Medium,Bad,13/08/2022,VOLKSWAGEN,Polo,3,Hatchback,Petrol,Manual,2001,12,1198,48,65,1300
V_1236773,28/12/2002,225541,Blue,Bad,Bad,20/11/2022,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2000,10,999,37,50,700
V_1236774,28/11/2021,97239,Grey,Good,Very Good,09/11/2022,TESLA,Model S,5,Hatchback,Electric,Automatic,2013,0,0,315,428,50000
V_1236775,28/11/2021,93616,Grey,Good,Very Good,25/05/2022,TESLA,Model S,5,Hatchback,Electric,Automatic,2013,0,0,315,428,52300
V_1236776,28/11/2014,52177,White,Bad,Medium,17/10/2022,OPEL,Agila,5,Hatchback,Petrol,Manual,2008,10,996,50,68,4500
V_1236777,28/11/2010,180374,Black,Very Bad,Bad,20/09/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2007,15,1461,78,106,4900
V_1236778,28/11/2006,288882,Grey,Very Bad,Bad,20/04/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2003,15,1461,74,100,1300
V_1236779,28/11/2006,332112,Grey,Very Bad,Bad,30/11/2022,MERCEDES-BENZ,Classe C,4,Sedan,Diesel,Manual,2000,21,2148,85,116,2300
V_1236780,28/11/2006,279675,Black,Bad,Bad,17/12/2022,PEUGEOT,206,5,Hatchback,Diesel,Manual,2003,14,1398,50,68,1050
V_1236781,28/11/2004,196030,Blue,Bad,Bad,13/06/2022,BMW,Serie-3,4,Sedan,Diesel,Manual,2001,20,1995,110,150,3900
V_1236782,28/11/2003,168383,Grey,Bad,Bad,06/08/2022,RENAULT,Clio,5,Hatchback,Petrol,Manual,2001,11,1149,55,75,700
V_1236783,28/11/2003,168383,Grey,Bad,Bad,27/08/2022,RENAULT,Clio,5,Hatchback,Petrol,Manual,2001,11,1149,55,75,850
V_1236784,28/11/2000,153386,Black,Bad,Very Bad,04/06/2022,VOLKSWAGEN,Lupo,3,Hatchback,Petrol,Manual,1998,10,999,37,50,1000
V_1236785,28/10/2014,168586,Black,Medium,Good,28/11/2022,NISSAN,Juke,5,Hatchback,Diesel,Manual,2010,15,1461,81,110,7400
V_1236786,28/10/2011,146927,Black,Medium,Bad,21/11/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2007,15,1461,78,106,6700
V_1236787,28/10/2007,220532,Grey,Very Bad,Bad,18/10/2022,CITROEN,Xsara,5,Estate,Diesel,Manual,2000,14,1398,51,69,1350
V_1236788,28/09/2016,204928,Blue,Medium,Good,30/05/2022,BMW,Serie-1,5,Hatchback,Diesel,Manual,2011,16,1598,85,116,10300
V_1236789,28/09/2016,204928,Blue,Medium,Good,28/05/2022,BMW,Serie-1,5,Hatchback,Diesel,Manual,2011,16,1598,85,116,10100
V_1236790,28/09/2015,167006,Grey,Very Bad,Good,28/11/2022,KIA,Ceed,5,Estate,Diesel,Manual,2012,16,1582,94,128,6700
V_1236791,28/09/2015,167833,Black,Very Bad,Good,02/05/2022,MERCEDES-BENZ,Classe A,5,Hatchback,Diesel,Manual,2012,15,1461,80,109,12300
V_1236792,28/09/2009,245311,Grey,Very Bad,Medium,14/08/2022,TOYOTA,Avensis,5,Estate,Diesel,Manual,2006,20,1998,93,126,4100
V_1236793,28/09/2009,245311,Grey,Very Bad,Medium,26/07/2022,TOYOTA,Avensis,5,Estate,Diesel,Manual,2006,20,1998,93,126,3800
V_1236794,28/09/2009,245311,Grey,Very Bad,Medium,10/09/2022,TOYOTA,Avensis,5,Estate,Diesel,Manual,2006,20,1998,93,126,4100
V_1236795,28/09/2008,155857,Black,Bad,Good,16/05/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2005,12,1242,55,75,2100
V_1236796,28/09/2005,124934,Grey,Good,Bad,07/09/2022,OPEL,Corsa C,3,Hatchback,Petrol,Manual,2003,12,1199,55,75,1400
V_1236797,28/08/2016,145163,White,Good,Good,30/05/2022,ALFA ROMEO,Giulietta,5,Hatchback,Petrol,Manual,2013,14,1368,125,170,8000
V_1236798,28/08/2010,127803,Grey,Bad,Medium,23/10/2022,RENAULT,Clio,5,Estate,Petrol,Manual,2009,11,1149,74,100,2700
V_1236799,28/08/2010,172984,Black,Very Bad,Bad,12/11/2022,SMART,City,3,Coupe,Diesel,Manual,2001,8,799,30,41,1600
V_1236800,28/08/2010,37063,Grey,Bad,Good,25/06/2022,OPEL,Astra H,5,Estate,Petrol,Manual,2007,14,1364,66,90,4100
V_1236801,28/08/2010,170174,Grey,Good,Medium,14/12/2022,MERCEDES-BENZ,Classe C,5,Estate,Diesel,Automatic,2007,21,2148,100,136,10200
V_1236802,28/08/2004,149293,Blue,Bad,Good,07/11/2022,OPEL,Vectra C,4,Sedan,Diesel,Manual,2002,22,2172,92,125,2100
V_1236803,28/08/1998,322887,Grey,Bad,Bad,13/04/2022,HONDA,Civic,5,Hatchback,Petrol,Manual,1994,16,1590,93,126,800
V_1236804,28/07/2013,96426,Grey,Bad,Medium,29/05/2022,DACIA,Logan,5,Estate,Diesel,Manual,2008,15,1461,66,90,6100
V_1236805,28/07/2012,118382,Black,Bad,Good,31/10/2022,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2009,12,1198,51,70,4500
V_1236806,28/07/2012,155927,Black,Bad,Medium,14/05/2022,MITSUBISHI,Colt,5,Hatchback,Petrol,Manual,2008,11,1124,55,75,3200
V_1236807,28/07/2009,151767,Grey,Bad,Medium,16/10/2022,TOYOTA,Yaris,5,Hatchback,Petrol,Manual,2005,10,998,51,69,2900
V_1236808,28/07/2008,158218,Black,Good,Very Bad,23/05/2022,PEUGEOT,206,5,Estate,Diesel,Manual,2003,14,1398,50,68,2300
V_1236809,28/07/2008,158218,Black,Good,Very Bad,16/05/2022,PEUGEOT,206,5,Estate,Diesel,Manual,2003,14,1398,50,68,2000
V_1236810,28/07/2008,141755,Black,Medium,Medium,16/11/2022,CITROEN,C2,3,Hatchback,Petrol,Manual,2005,11,1124,44,60,2000
V_1236811,28/07/2007,200294,Grey,Bad,Bad,26/09/2022,PEUGEOT,206,5,Hatchback,Diesel,Manual,2003,14,1398,50,68,2100
V_1236812,28/07/2007,355675,Grey,Bad,Medium,22/10/2022,FORD,Focus,5,Estate,Petrol,Manual,2005,14,1388,59,80,950
V_1236813,28/07/2006,272640,Grey,Very Bad,Bad,20/06/2022,PEUGEOT,307,5,Estate,Diesel,Manual,2002,16,1560,80,109,1700
V_1236814,28/07/2003,338372,Blue,Very Bad,Very Bad,11/06/2022,FORD,Focus,5,Hatchback,Petrol,Manual,1998,14,1388,55,75,500
V_1236815,28/07/2003,338372,Blue,Very Bad,Very Bad,20/06/2022,FORD,Focus,5,Hatchback,Petrol,Manual,1998,14,1388,55,75,600
V_1236816,28/07/2001,264767,Grey,Very Bad,Very Bad,02/08/2022,CITROEN,Xsara,5,Estate,Diesel,Manual,1998,19,1905,66,90,800
V_1236817,28/07/2001,264767,Grey,Very Bad,Very Bad,31/07/2022,CITROEN,Xsara,5,Estate,Diesel,Manual,1998,19,1905,66,90,750
V_1236818,28/07/2001,332684,Grey,Very Bad,Bad,03/10/2022,VOLKSWAGEN,Golf,5,Hatchback,Diesel,Manual,1997,19,1896,66,90,1500
V_1236819,28/06/2020,43590,White,Good,Very Good,30/11/2022,DACIA,Sandero,5,Hatchback,Petrol,Manual,2016,9,898,66,90,10700
V_1236820,28/06/2020,37323,,Very Good,Very Good,06/05/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,110,150,20600
V_1236821,28/06/2020,37740,Black,Very Good,Very Good,06/05/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,110,150,20600
V_1236822,28/06/2019,53279,Black,Very Good,Very Good,07/05/2022,BMW,Serie-4,5,Hatchback,Diesel,Automatic,2014,20,1995,140,190,30500
V_1236823,28/06/2019,234682,Black,Bad,Medium,12/12/2022,VOLKSWAGEN,Golf,5,Estate,Diesel,Manual,2013,16,1598,66,90,5900
V_1236824,28/06/2017,102237,Grey,Bad,Medium,27/06/2022,SKODA,Rapid,5,Estate,Diesel,Manual,2013,16,1598,66,90,7500
V_1236825,28/06/2017,102237,Grey,Bad,Medium,20/06/2022,SKODA,Rapid,5,Estate,Diesel,Manual,2013,16,1598,66,90,7500
V_1236826,28/06/2016,157278,White,Medium,Very Good,15/06/2022,SMART,Fortwo,3,Coupe,Diesel,Automatic,2012,8,799,39,54,4500
V_1236827,28/06/2016,92812,Black,Medium,Good,19/10/2022,VOLVO,V60,5,Estate,Diesel,Automatic,2013,16,1560,84,115,12200
